client_id,name,age,gender,marital_status,employment_status,location,annual_income,housing_condition,private_car,number_credits_loans,national_bank_reported,credit_score,app_installed,email,phone
652,Anthony Malone,20,Female,Married,Employed,Lake Michaelmouth,25000.0,Mortgage,True,2,True,631,True,abigailperez@example.net,(595)391-9277x370
3338008,Brittany White,51,Male,Single,Self-Employed,Jenkinshaven,108120.47,Mortgage,True,4,True,662,False,tapiaerika@example.org,(720)787-9584
9194463,Kelly Ross,22,Female,Married,Employed,Port Madisonshire,25000.0,Mortgage,False,1,True,313,False,tanyasilva@example.net,3078050113
338415730,Sarah Daniel,64,Female,Divorced,Self-Employed,South Harold,41655.4,Mortgage,False,1,True,563,False,paul75@example.org,+1-882-732-3946x51896
990,Adam Wilson,43,Male,Single,Unemployed,Jamieburgh,219146.88,Mortgage,False,4,True,371,False,scottkevin@example.net,705.340.6636
620252,Alejandro Reed DDS,32,Female,Married,Self-Employed,West Gregport,335776.92,Own,True,4,True,723,True,rreeves@example.net,(672)731-4294x3388
170016232,Natasha Crawford,36,Female,Married,Unemployed,South Rebecca,63746.77,Mortgage,False,1,False,585,False,yrice@example.com,894.934.0471x539
182813,Juan White,68,Male,Married,Self-Employed,East Johnburgh,82039.25,Mortgage,True,4,True,657,False,seancollier@example.net,702.625.5716x4241
10408305,Thomas Key,22,Female,Divorced,Employed,Watsonside,62111.3,Mortgage,False,2,True,654,False,lindaclark@example.org,001-559-323-3870x3180
57843877,Jacqueline Green,75,Male,Single,Self-Employed,Timothymouth,228354.33,Mortgage,True,5,True,789,False,annapeck@example.net,(596)701-4304x9321
3012412,Mary Ortiz,79,Female,Married,Employed,Lake Alexandrachester,279903.6,Mortgage,False,4,True,813,False,clee@example.net,715-450-6187
9214992,Thomas Ferguson,45,Male,Divorced,Employed,Johnport,100636.26,Own,True,5,True,559,False,fbond@example.org,001-582-688-6271x340
201,Lucas Hall,78,Female,Single,Self-Employed,Baileyshire,71234.24,Mortgage,False,1,True,316,False,gdavis@example.org,001-514-662-2621x5143
179,Donna Pierce,62,Female,Married,Self-Employed,North Anthonyside,81613.63,Mortgage,False,3,True,415,False,robertgreen@example.com,001-443-217-9891x3037
92603,Henry Haley,40,Male,Divorced,Unemployed,Stevensonmouth,39159.35,Mortgage,True,1,True,511,False,andersonmiguel@example.com,437.444.5551x76759
646565,Kent Zimmerman,23,Male,Divorced,Self-Employed,East Katiemouth,67598.11,Rent,False,2,True,545,True,kenneth50@example.com,710.449.2837x33406
6390,Joseph Thomas,65,Female,Married,Unemployed,South Johnmouth,86968.69,Mortgage,True,3,True,370,False,laurengreer@example.org,+1-943-294-0458x446
460,Joseph Richards,23,Female,Single,Self-Employed,Lake Alecborough,79528.55,Mortgage,True,1,False,732,False,luke31@example.com,+1-312-402-2556x061
4044087,Gregory Hanson,35,Female,Married,Self-Employed,Lake Amanda,58132.09,Own,False,1,True,761,True,cbeard@example.net,(427)851-6517x462
1873958,Stacy Cox,45,Female,Single,Employed,Sullivanstad,25000.0,Mortgage,False,1,True,742,False,vwilliams@example.com,001-821-305-7858x78312
7226,Brandon Green,27,Male,Divorced,Unemployed,South Stevenburgh,25000.0,Mortgage,False,1,True,408,True,christopherharris@example.net,(380)323-1068x4837
3321724,Joshua Sanchez,36,Male,Married,Unemployed,Port Erik,77456.99,Own,True,2,True,381,False,smithsabrina@example.com,001-834-281-7904x35773
4002,Dawn Copeland,49,Male,Single,Employed,Lake Rebecca,66947.38,Rent,True,2,True,366,True,cwright@example.com,2467888756
211041707,Maria Perez,44,Female,Divorced,Employed,Vancetown,131787.76,Rent,True,4,True,530,True,jeffersonrebekah@example.com,951.541.5650x76670
25,Morgan Dalton,41,Male,Divorced,Employed,Cruzfort,393982.37,Mortgage,False,5,True,378,True,millersean@example.org,972.362.6488x1769
7908,Corey Cortez,48,Male,Divorced,Employed,Josephtown,60457.17,Mortgage,True,1,True,545,True,jennifernixon@example.org,+1-973-966-7315
1325,Amanda Clark,54,Male,Married,Unemployed,Lewisfurt,25000.0,Mortgage,False,1,True,665,False,nortondebra@example.org,+1-703-603-1047x802
2417,Mary Bond,21,Female,Married,Employed,Ariasberg,54354.97,Rent,False,3,True,387,True,jacqueline41@example.org,335.757.3549x3325
45539,Heather Welch,72,Female,Divorced,Unemployed,Johnfort,64656.75,Own,False,2,True,830,False,brownaustin@example.com,(800)317-7383x33129
73,Stephen Gay,33,Male,Single,Self-Employed,Lake Michelle,67325.25,Rent,True,2,True,757,False,barrycabrera@example.com,315.733.9727
3533,Angela Davis,67,Male,Divorced,Employed,Chelseachester,45271.5,Rent,False,1,True,612,True,vangashley@example.com,(659)566-8320x7284
74,Jeremy Bradley,44,Female,Married,Employed,Moraport,48818.89,Own,False,1,True,390,False,christopher29@example.net,369.513.3250x3858
21739,Joseph Torres,27,Female,Divorced,Unemployed,Morganton,25000.0,Mortgage,True,2,True,840,False,zhunt@example.net,616.796.6525
55,Sheryl Gregory,35,Male,Divorced,Unemployed,Meredithborough,35143.57,Own,True,2,True,731,False,lcruz@example.org,001-627-522-2065
644836348,Jennifer Butler,80,Male,Divorced,Employed,South Tonyland,67214.57,Own,True,2,True,784,False,mortonwilliam@example.org,244-870-8969
24584,Lisa Coleman,23,Female,Divorced,Employed,Mccartystad,97177.31,Mortgage,False,4,True,426,False,fernandoromero@example.net,(381)833-8545x225
703,Emily Freeman,18,Male,Divorced,Self-Employed,Jonhaven,46464.56,Mortgage,False,1,False,601,True,gallagherjohn@example.com,542-515-1374
6497,Amanda Howe,72,Male,Divorced,Employed,East Tasha,54413.64,Rent,True,1,True,565,True,hmcknight@example.net,616.293.7174
586574,Regina Parker,72,Female,Divorced,Self-Employed,Port Harold,66939.44,Mortgage,True,2,True,653,False,fordandrea@example.net,(921)364-9570x1188
6014894,Albert Griffin,32,Male,Married,Unemployed,East Leah,61554.61,Mortgage,False,1,True,582,True,savannah63@example.org,+1-843-230-3605
917,David Benton,66,Female,Single,Unemployed,North Natalie,79302.44,Rent,True,1,True,819,True,pruitttimothy@example.net,+1-562-863-7794x32884
920663,Daisy Becker,69,Female,Married,Self-Employed,East Williamborough,74296.13,Own,True,1,True,455,True,scottmendoza@example.com,977-355-9826x26601
45,Nancy Walker,50,Female,Married,Unemployed,Port Deannabury,28352.95,Mortgage,True,1,True,507,True,brooksdonna@example.net,287.587.4916x647
414216,Diamond Ramirez,33,Male,Single,Self-Employed,Richardport,119107.21,Own,True,4,True,791,True,homichael@example.org,4298709142
879260021,Wesley Weber,30,Female,Divorced,Employed,East Amandachester,47837.55,Own,True,1,False,781,False,robertsmark@example.org,+1-958-620-2981x42967
8835524,Manuel Jackson,54,Male,Married,Unemployed,Lake Allen,29089.21,Mortgage,False,1,True,621,True,alianthony@example.org,+1-559-901-9697
8263160,Amy Garcia,71,Female,Single,Employed,Tinafort,41719.93,Own,False,1,True,790,False,emorrow@example.org,265-744-0997x8083
40922447,Scott Torres,60,Male,Married,Employed,South Elizabeth,90717.28,Mortgage,False,4,True,415,True,dickersonheather@example.net,(217)539-4971
58,Amanda Ayala,37,Female,Married,Unemployed,Rachelport,135570.32,Own,False,3,True,745,True,mgibson@example.org,475.316.3049x0246
70330,Luis Cooper,52,Female,Single,Unemployed,South Samuel,89762.73,Mortgage,True,1,True,592,True,perezdavid@example.net,(667)576-3604x669
9798744,Bianca Lopez,20,Female,Married,Unemployed,East Crystalbury,26703.47,Mortgage,True,1,True,791,True,emily74@example.net,(278)552-5615x63874
9376,Susan Huynh,30,Female,Married,Unemployed,Susanmouth,111758.64,Mortgage,True,4,True,765,False,joseph48@example.org,(324)476-6446x8402
19,Sheri Frye,74,Female,Single,Employed,East Ryanhaven,178583.82,Mortgage,True,5,True,733,True,ruizjessica@example.net,(217)901-5751x6130
92521,Anthony Hammond,61,Male,Married,Self-Employed,East Vanessa,74302.09,Mortgage,True,1,True,448,False,matthewschmitt@example.com,001-314-226-4533x603
91188,Tina Christian,52,Male,Single,Employed,Johnsonhaven,152760.86,Own,False,2,True,624,False,vasquezamanda@example.org,(223)938-4663x0215
34,Denise Lynch,66,Female,Divorced,Employed,South Michelle,39766.1,Mortgage,False,1,False,515,True,leejohnny@example.net,(548)612-6757
5817534,Maureen Zavala,42,Male,Divorced,Employed,Bakerchester,451411.83,Mortgage,True,5,True,546,False,gonzalezchristopher@example.net,969-566-6460x449
17692599,George Sullivan,55,Female,Married,Self-Employed,North Marvin,132646.53,Own,True,5,True,447,True,leeelizabeth@example.org,(585)491-8896x3573
38929035,Kevin Griffin,51,Female,Single,Unemployed,Mooreport,124000.42,Own,False,4,True,516,False,krystal18@example.net,701-651-0738
355662,Joseph Price,40,Male,Married,Employed,Martinezside,98167.99,Rent,True,5,True,304,True,hartmanmark@example.com,(258)242-4808x73112
446,Joseph James,32,Female,Divorced,Unemployed,West Omarstad,35411.97,Mortgage,False,2,True,349,False,whiterichard@example.net,(244)298-8963
2181627,Kyle Dodson,56,Male,Single,Unemployed,Wardshire,54493.86,Mortgage,True,4,True,584,False,wbray@example.com,(525)230-1104
650,Ryan Maxwell,48,Female,Single,Self-Employed,Tiffanytown,34155.94,Own,True,1,False,446,True,gregory63@example.net,(842)941-9537x9237
7839769,Renee Rodriguez,77,Male,Divorced,Self-Employed,North Patricia,66146.77,Mortgage,True,2,True,361,False,murphychristine@example.org,+1-268-620-6379x64947
5257509,Joseph Harris,36,Male,Single,Unemployed,Michellemouth,70408.05,Own,False,4,True,466,False,katiedavidson@example.org,+1-757-909-8427
8477,David Lewis,60,Female,Single,Self-Employed,Karenland,52138.12,Mortgage,False,4,True,680,False,matthewgallegos@example.com,248-361-7817
785,Cameron Morris,39,Male,Married,Unemployed,New Matthewmouth,220981.02,Mortgage,True,5,True,410,False,coxstephen@example.org,955.613.4409
1233790,Mary Carson,24,Female,Married,Self-Employed,South Kristentown,79140.14,Rent,True,3,True,498,True,glennjones@example.com,(426)789-3476x4887
344,Brandi Stevenson,48,Male,Single,Unemployed,North Annberg,25000.0,Mortgage,True,1,True,671,True,lambzachary@example.com,934.805.4526x81354
1569,Mrs. Melissa Williams,75,Male,Married,Unemployed,Williamborough,33664.31,Mortgage,False,2,True,627,True,danny77@example.com,668.745.2755x37332
775,Kenneth Brown,32,Male,Divorced,Self-Employed,Vanghaven,31635.63,Mortgage,True,1,True,645,False,william75@example.com,557.529.3171x4869
8518,Rachel Williams,27,Male,Married,Self-Employed,Port Paulbury,141794.14,Mortgage,True,3,True,661,False,herrerajeffrey@example.com,+1-796-627-7156x526
16992449,Jill Vasquez,56,Male,Divorced,Self-Employed,Josephfurt,58896.52,Own,False,2,False,491,True,bkey@example.com,801.365.0110
38940,Travis Myers,67,Female,Divorced,Unemployed,Kimberg,440891.5,Mortgage,False,2,True,338,True,bdixon@example.com,551.910.6150x638
6237602,Melissa Grant,18,Female,Single,Employed,New Anthonyton,207229.29,Mortgage,False,5,True,777,False,matthewhall@example.org,462-243-2227x1262
872661,Wesley Gregory,74,Female,Divorced,Employed,Brianshire,51176.23,Own,True,1,True,540,True,jcalhoun@example.net,(594)945-7888x9977
907454,Bryan Blevins,38,Female,Single,Employed,Paulmouth,31287.89,Own,False,1,True,357,False,njohnson@example.net,001-341-244-4783x7782
51232,Joshua Walton,35,Male,Single,Self-Employed,Port Jennifer,78022.68,Mortgage,True,2,True,558,True,francisbrandon@example.org,+1-912-534-9716x81215
8341477,Brandon Patel,58,Female,Married,Self-Employed,North Miguelview,54073.06,Own,True,2,True,768,False,william97@example.com,8292902304
875670021,Jeremy Fernandez,42,Female,Married,Unemployed,Youngshire,110399.19,Own,False,2,True,545,False,jonathan15@example.org,390.763.0632
5771,Eric Rodriguez,62,Male,Married,Employed,Thorntonstad,26240.63,Mortgage,True,1,True,373,False,megan10@example.com,001-904-844-3857x608
2900,Erin Griffith,30,Female,Single,Self-Employed,West John,58377.65,Mortgage,True,1,True,549,True,ncisneros@example.com,+1-239-332-7660
941122,Jennifer Bailey,57,Female,Married,Employed,New Bradleybury,104852.88,Rent,True,4,True,688,True,dross@example.net,372-515-1097
260858967,Douglas Cooper,80,Male,Single,Unemployed,Wagnerfurt,41183.19,Own,True,1,True,764,True,gilbertchristopher@example.com,(539)939-9185
691297999,Tommy Miller,27,Female,Married,Self-Employed,Connerburgh,57206.04,Rent,True,3,True,459,True,klong@example.com,433.685.5624
6240139,Jacob Marshall,49,Male,Divorced,Self-Employed,Leeside,225614.01,Mortgage,False,5,True,473,False,rebeccacarpenter@example.com,511.647.0480x72932
1524724,April Anderson,74,Male,Single,Unemployed,East Jacobborough,243621.26,Mortgage,False,1,True,811,False,johnweber@example.net,+1-882-560-9815x37557
7555,Joshua Bass,37,Female,Divorced,Self-Employed,South Paul,81077.51,Mortgage,True,2,True,673,True,jamie09@example.com,001-749-548-0754x130
58007458,Sarah Elliott,60,Male,Divorced,Employed,Juliefurt,42890.91,Mortgage,False,1,True,394,False,joel07@example.net,523-281-1207x51924
297709026,Alexander Richmond,69,Male,Single,Self-Employed,South Jesse,257873.84,Own,False,5,True,537,True,hayeshenry@example.net,271-603-9162
71512673,Heather Miller,24,Female,Divorced,Self-Employed,Karenshire,198541.24,Mortgage,False,5,True,336,True,walkerryan@example.net,+1-465-263-5319x112
9566545,Candice Calhoun,65,Female,Divorced,Unemployed,Christinaview,43615.72,Mortgage,True,1,True,536,False,joanna36@example.org,001-610-768-7583x3123
248403,Karen Blake,54,Female,Married,Employed,West Christopherberg,60915.26,Mortgage,True,2,True,579,True,oscarmarquez@example.org,(550)426-4160x7147
14129791,Aaron Lynch,72,Female,Married,Employed,West Laurastad,170080.48,Mortgage,True,3,True,629,True,joshua16@example.com,741.669.5048x4132
2239300,Rachel Huynh,49,Male,Divorced,Unemployed,Janetview,203077.37,Own,False,5,True,369,False,fordannette@example.net,737.325.2128
105489839,Alyssa Braun,37,Male,Single,Self-Employed,Nicoletown,105943.67,Rent,False,4,True,793,False,erinlindsey@example.net,607.497.4591x069
6198,Alexandra Sanchez,79,Female,Married,Employed,Schmittchester,248041.86,Mortgage,True,4,True,685,False,mark77@example.org,(331)354-5599
912669,Stephanie Stokes,70,Female,Divorced,Employed,Hansenhaven,241308.38,Mortgage,True,3,True,353,True,gene83@example.com,(770)517-9971x13181
674013607,Richard Salas,54,Female,Single,Self-Employed,East Josephhaven,131365.9,Rent,True,5,True,407,True,kirkbenjamin@example.org,+1-561-508-5851x60364
793097,Christopher Santos,59,Female,Divorced,Employed,Stevensonmouth,60926.96,Rent,False,1,True,559,False,tina52@example.net,280.772.9029x7594
36606,Michelle Ashley,46,Male,Single,Unemployed,East Michelle,25000.0,Mortgage,True,1,True,452,True,bobbyjones@example.net,(269)266-4061x55441
68658,Brandi Lee,46,Male,Married,Self-Employed,Riddleville,25000.0,Rent,True,1,True,585,True,mmiller@example.com,620-885-0900x9867
278718302,Brian Fisher,27,Female,Single,Unemployed,Bradleyville,58832.84,Mortgage,False,1,True,485,True,gwilson@example.net,001-397-803-3523x40749
869,Jared Brown,77,Female,Single,Self-Employed,Jenniferview,51837.18,Mortgage,True,2,True,329,False,denise50@example.net,(201)516-3673
2582280,Laura Mccarthy,23,Female,Single,Unemployed,West Edwardton,25532.72,Rent,True,2,True,692,True,gloverdanielle@example.org,001-294-287-3151x90031
99193586,Carrie Ellis,71,Male,Single,Employed,East Tylerfort,46853.81,Mortgage,False,1,False,639,True,rebecca96@example.com,001-908-739-7772x51415
730,Jennifer Barnett,65,Female,Married,Unemployed,Brownview,33743.72,Mortgage,False,2,True,567,False,franklinjessica@example.net,480.755.0660
21669076,Desiree Copeland,33,Female,Married,Employed,East Amanda,34587.27,Own,True,1,True,494,False,obrooks@example.org,+1-741-725-9117x58513
272081,Sharon Martin,31,Female,Single,Employed,South Angelabury,63111.88,Own,False,1,True,793,True,theresa84@example.net,632.540.3432
1766154,Thomas Ferguson,50,Female,Married,Employed,Kristinview,75047.05,Mortgage,True,3,False,656,True,shepherdjonathan@example.org,643.497.1312
589566647,Nicolas Schultz,42,Male,Married,Self-Employed,Port Jennatown,25000.0,Own,False,2,True,479,True,shawdavid@example.org,9073593807
3186,Denise Fletcher,26,Female,Single,Self-Employed,Phelpsborough,43849.76,Mortgage,False,1,True,535,True,hunterwilliam@example.org,828-580-2609x15896
6363115,Shawn Ortega,58,Female,Single,Self-Employed,Goodmanport,52578.66,Rent,True,1,True,300,False,christinasanchez@example.net,+1-866-530-9152x91543
66678596,Mr. Nathan Reynolds IV,21,Male,Married,Unemployed,Villanuevabury,33150.84,Own,True,2,True,782,True,zthornton@example.net,+1-964-420-6964x27582
72,Terry Gonzalez,50,Male,Married,Self-Employed,Mooreside,44988.91,Own,True,1,True,592,False,donnajones@example.net,653-814-2896
20811,Michelle Davis,47,Male,Single,Employed,Marshallport,25000.0,Rent,False,2,False,714,True,sallen@example.net,(436)998-8442x028
398690,Sonya Jackson,26,Male,Divorced,Self-Employed,Davidton,51781.54,Mortgage,False,4,True,454,False,iwiley@example.net,001-380-233-4999x5899
88,George Bennett,64,Male,Single,Self-Employed,Lawsonfurt,56622.36,Own,False,2,True,754,False,briancline@example.org,653-686-2778
8748,Robert Meyer,22,Female,Divorced,Unemployed,Port Zachary,25000.0,Mortgage,False,1,True,692,False,promero@example.net,9265877270
1900,Carolyn Chung,70,Female,Divorced,Self-Employed,Lake Anthonymouth,90363.42,Mortgage,False,5,True,415,False,brandonmoore@example.com,830-459-2377x10892
97625548,Evelyn James,48,Male,Single,Self-Employed,Morganmouth,47200.05,Rent,False,3,True,478,False,tina82@example.com,(719)400-2772x73115
263794694,William Owen,43,Male,Married,Employed,Leefurt,92935.29,Mortgage,True,2,True,620,True,jamiewalker@example.org,244.631.0617x3578
1114,Jody Mendoza,36,Female,Married,Self-Employed,Kathrynland,59850.87,Own,True,2,True,335,True,karenallen@example.org,865-379-4202
80207914,Patricia Potter,37,Male,Married,Employed,Catherineshire,60740.44,Mortgage,False,1,False,572,True,barnettmisty@example.com,315.760.0622
53979,Mathew Stewart,52,Female,Single,Self-Employed,South Emilyside,84087.15,Own,False,5,True,793,False,patricia26@example.net,+1-727-426-1068x83329
28957,Mitchell Fields,55,Female,Divorced,Unemployed,New Ginamouth,237102.87,Mortgage,True,4,True,364,True,jessicawilliams@example.org,950.962.3615
122,Hannah Sutton,64,Male,Married,Self-Employed,Michaelberg,76591.15,Mortgage,True,1,True,797,True,millerkevin@example.com,415-901-7622
32701,Jacqueline Gonzales,49,Male,Single,Employed,North Daniel,32372.58,Rent,True,1,True,611,True,blevinssteven@example.com,413.540.4232
46677039,Lauren Foster,42,Female,Single,Unemployed,Patriciaside,30344.68,Rent,False,1,True,732,True,walkeremily@example.org,(766)410-9624x53683
289372,Ariana Bush,53,Male,Single,Self-Employed,North Tara,69241.16,Rent,True,1,True,784,False,kramirez@example.com,(288)207-6604x21888
4487611,Benjamin Lamb,40,Male,Single,Unemployed,New Paulaville,131323.74,Rent,True,3,True,780,False,justinhernandez@example.org,407-778-4846
150561315,Joseph Schmitt,45,Female,Divorced,Employed,Gregoryport,188995.56,Mortgage,True,4,True,547,True,james78@example.org,367-646-0192
33383605,Ashley Mathis,40,Female,Divorced,Employed,New Daniel,127028.76,Rent,True,5,True,452,False,craig04@example.com,001-620-333-2278
34704727,Benjamin Stark,48,Female,Single,Unemployed,Deniseport,84100.15,Mortgage,True,2,True,582,True,annemartin@example.com,(363)549-7625
584816,Nancy Delacruz,60,Male,Married,Self-Employed,South Amber,182018.17,Mortgage,True,3,True,560,True,hbryant@example.net,626.891.7725x602
46807037,Karen Hodge,65,Female,Single,Employed,Woodsfort,145108.87,Mortgage,True,3,True,567,True,francisco32@example.net,(865)206-3854
36599,Terry Duran,19,Female,Divorced,Self-Employed,West Lisamouth,32044.85,Mortgage,False,1,True,840,False,christina59@example.org,001-929-463-2940x476
176465,Ann Carter,79,Male,Divorced,Employed,North Michael,56316.06,Rent,False,4,True,683,False,dennissmith@example.net,(927)526-5933
300,Kendra Medina,31,Female,Divorced,Employed,North Anthony,100193.41,Mortgage,True,5,True,484,True,kellymclaughlin@example.com,001-916-981-4679
8345,Vanessa Griffin,40,Male,Single,Employed,South Josehaven,25000.0,Rent,True,2,True,707,True,mcbridekayla@example.net,(675)432-9646x544
954759,Rachel Wilson,71,Male,Divorced,Unemployed,Port Larry,41261.26,Mortgage,True,3,True,308,False,qrice@example.org,585-910-9483
54,James Love,42,Male,Single,Employed,Frankport,37378.45,Mortgage,True,1,False,433,False,jennifer36@example.com,001-996-510-4683x84035
49450848,Misty Lopez,78,Female,Single,Employed,Parkerbury,63518.23,Rent,True,1,True,590,True,wpowell@example.org,851.552.4438x54088
377131980,Thomas Lozano,26,Male,Married,Employed,Castanedaport,156785.63,Mortgage,False,4,True,512,True,hansenjennifer@example.org,705.780.9225x952
57758,Jeremy Shea,45,Female,Divorced,Unemployed,South Nathanland,25000.0,Mortgage,True,3,True,616,False,taylormichelle@example.net,(817)484-3628x606
344694,Shannon Williams,68,Female,Single,Employed,Hunthaven,87178.98,Own,False,5,True,505,False,rwillis@example.org,+1-566-248-5962x22848
4932024,Holly Nichols,18,Male,Single,Employed,East Margaretburgh,119413.2,Rent,True,1,True,781,True,qallen@example.net,4976063917
75,Justin Miller,55,Male,Divorced,Self-Employed,Lake Kevinchester,25000.0,Mortgage,True,1,True,357,False,hawkinsanna@example.org,001-960-699-3875
67,Raymond Edwards,59,Male,Married,Employed,Port Daniellebury,57263.7,Mortgage,False,1,True,555,True,sandraosborne@example.org,6804570401
912013924,Stephen Price,35,Female,Married,Employed,Kaylatown,110774.77,Own,True,3,True,650,True,gabriel32@example.com,(430)808-2005
98,Jason Morrow,69,Female,Married,Employed,New Robertburgh,44297.24,Own,True,5,True,325,False,william15@example.net,796-756-1312x107
19910,Amy Baker,40,Male,Single,Self-Employed,Lake Julieview,31483.91,Mortgage,False,1,True,840,True,kwilson@example.org,+1-997-382-7945x562
23,William Collins,65,Female,Single,Self-Employed,West Jessicaton,99825.11,Mortgage,True,3,True,541,False,iwilliams@example.org,7346411631
26979971,Elizabeth Smith,63,Female,Married,Employed,Lake Thomas,43917.57,Own,True,3,True,475,False,matthew91@example.org,508-948-8224
1012430,Robert Carter,55,Female,Single,Unemployed,Butlerhaven,70551.52,Rent,False,1,True,653,False,jeffreygomez@example.org,+1-744-323-7753x72792
221692,Donna Banks DVM,66,Female,Single,Unemployed,Andersonstad,25000.0,Rent,False,2,True,843,False,jonathanvega@example.com,(799)816-3374x8596
348652,Daniel Lewis,37,Male,Married,Employed,South Rickey,569349.92,Own,False,3,True,506,False,brewertodd@example.org,872-982-2979
5911,Renee Campbell DDS,60,Female,Single,Unemployed,New Amy,96598.07,Own,False,3,False,517,False,franklinjames@example.net,+1-936-430-3874x7848
559257,Brooke Thompson,39,Female,Married,Employed,East Cindy,221882.46,Own,False,3,True,837,True,andre97@example.org,(917)921-2820x671
83907120,Nicole White,31,Female,Divorced,Unemployed,Andrewfurt,65604.59,Rent,True,2,True,670,False,eatonmark@example.com,001-404-322-8251x07076
7385,Kathy Thomas,23,Male,Married,Self-Employed,Lake Ricardo,25000.0,Own,False,2,True,645,True,toddvalencia@example.com,677-716-3796
667325,Lori Maldonado,77,Female,Married,Self-Employed,New Jeffrey,27546.07,Rent,False,1,True,545,True,christyjohnson@example.org,892-349-4240
5557,Tonya Johnson,31,Male,Married,Unemployed,Davenportborough,29546.05,Mortgage,True,3,True,518,False,danielwright@example.org,254-203-0926x73959
5478629,Joseph Oliver,64,Female,Married,Unemployed,South Javier,42726.66,Mortgage,True,1,True,719,True,salazarmichelle@example.org,921.613.1563x869
5367,Laura Deleon,48,Female,Married,Employed,South Henryhaven,153328.58,Mortgage,True,4,True,547,True,sierra05@example.net,333-570-9798x1125
94747927,Sarah Stone,46,Female,Single,Self-Employed,Lynchmouth,25000.0,Mortgage,True,1,True,757,False,daniel58@example.net,845.796.5572x3641
372865,Pamela Hendrix,34,Female,Divorced,Unemployed,Georgebury,42437.05,Mortgage,True,5,True,602,True,wongmikayla@example.com,615-607-4270x673
21,Jacqueline Christensen,37,Female,Married,Employed,West Erinview,87606.51,Own,False,4,True,568,False,coxandrea@example.org,(865)221-4768x925
786,Anthony Mann,23,Female,Divorced,Employed,East Colleenmouth,52138.64,Rent,True,3,True,441,False,qcoleman@example.com,(935)317-6160x36898
630781,Sheri Kemp,72,Male,Married,Employed,Port Joshuashire,32293.77,Rent,True,2,False,766,False,zanderson@example.net,5772182367
55778126,Erik Lucas,75,Male,Married,Self-Employed,South Christineview,73015.45,Mortgage,True,2,True,473,False,fkhan@example.net,258.317.8889
60740897,Heidi Ayala,28,Female,Married,Unemployed,Colestad,25000.0,Own,False,2,True,849,True,michael18@example.com,6808284250
6667382,Anne Williams,65,Male,Married,Unemployed,West Marychester,113647.49,Mortgage,True,4,True,835,True,martinmichael@example.org,001-620-522-5319x985
543140,Rachel Swanson,63,Male,Single,Unemployed,Hallmouth,40210.6,Own,True,1,True,822,True,wtaylor@example.net,+1-309-756-7286x17589
8290,Joe Brady,68,Female,Divorced,Self-Employed,West Michael,120921.93,Own,False,4,True,576,False,andradesandra@example.com,001-672-977-0784x45692
14,Ashley Perry,64,Female,Single,Self-Employed,East Jenniferburgh,117281.09,Own,True,1,True,523,False,imartinez@example.com,286-553-5844x3802
766162360,Taylor May,39,Male,Single,Unemployed,Port Matthew,108255.11,Own,True,5,True,657,True,kaisernicholas@example.com,+1-313-844-1292x7274
9721,Cheryl Petersen,30,Female,Single,Employed,Raymondton,67113.58,Mortgage,False,2,True,425,False,breanna37@example.net,001-299-443-3335
555,Chad Hunt,32,Female,Married,Employed,Douglasport,55598.69,Mortgage,False,1,True,589,False,lindascott@example.org,(206)623-8588x30492
85305423,Maxwell Michael,34,Male,Single,Employed,West Kristina,58134.1,Rent,False,2,True,719,False,dixonjessica@example.net,001-607-338-1927x502
13,Jennifer Morris,75,Female,Divorced,Self-Employed,Coreyborough,125611.44,Rent,False,4,True,688,False,vward@example.com,439-245-2509
985608987,Austin Myers,18,Female,Married,Unemployed,South Travisbury,25000.0,Mortgage,False,1,True,604,True,grahamjerome@example.org,287-535-1176
248154,Patricia Parsons,56,Male,Married,Unemployed,Lake Katherineborough,51104.13,Mortgage,True,2,True,703,True,kwilliamson@example.net,715-730-7630x5854
92185888,Victoria Jones,18,Female,Divorced,Self-Employed,Morganland,46432.33,Rent,True,1,True,485,False,fli@example.org,(256)858-2995x97198
395329451,Donna Williams,56,Male,Married,Self-Employed,Thorntonside,66130.12,Mortgage,False,3,True,486,False,yclark@example.org,566-652-9100x81078
864618,Lindsey Cole,27,Female,Divorced,Self-Employed,Lake Haleyhaven,57087.5,Own,False,3,True,451,True,jason54@example.org,2353294203
325,Pamela Fisher,33,Male,Single,Unemployed,Johnton,112084.23,Own,True,4,True,459,False,bschaefer@example.net,(426)676-6900
5626067,Mr. Michael Hunter DDS,34,Female,Divorced,Employed,New Adam,29210.59,Mortgage,True,2,True,582,False,rodriguezjulia@example.net,9686089267
11359,Tony Griffin,37,Female,Married,Unemployed,Christophertown,217344.92,Mortgage,False,4,True,514,True,melissa89@example.net,001-967-376-0322
46,Dr. Dawn Hubbard,61,Female,Divorced,Self-Employed,South Kimberly,75998.29,Rent,False,1,True,330,True,donald55@example.com,+1-723-627-2222
1029870,Matthew Galvan,40,Female,Single,Unemployed,New Charles,86927.0,Mortgage,False,4,True,653,False,chelseakennedy@example.com,914.281.0974
825,Michael Parrish,49,Male,Single,Self-Employed,Lake Deborah,25000.0,Rent,False,1,True,633,False,qcameron@example.net,+1-661-685-7191
98742,Mr. Nicholas Scott,48,Male,Single,Unemployed,Guerreroborough,214471.8,Mortgage,True,3,True,555,True,zharris@example.org,(612)212-3927x81113
